Canal,Treatment,Transect,Substrate,Bottle,Event,Date,Biomass_per_Area,TSS.mgmL,Ext.Coeff,PAR.30da,AQI.30da,PM.30da,SpC.uS.cm.,pH,Temp.30da,o.Phosphate.ug.L.PW,Ammonium.mg.L.PW,Fluoride.ppb.PW,Nitrite.ppb.PW,Bromide.ppb.PW,Nitrate.ppb.PW,TDC.mg.L.PW,DOC.mg.L.PW,TDN.ug.L.PW,o.Phosphate.ug.L.SW,Ammonium.mg.L.SW,Fluoride.ppb.SW,Nitrite.ppb.SW,Bromide.ppb.SW,Nitrate.ppb.SW,TDC.mg.L.SW,DOC.mg.L.SW,TDN.ug.L.SW,Flow.cms.30da,Sed.Bulk.Density.g.mL.,Sed.PercentOM,Sed.pH,GPP.mg.per.g.per.hr,CR.mg.per.g.per.hr,WinklerTotalSed.g,WinklerSedOM.g,WinklerSedPerOM
UL,NA,10,Plant,62C,1,5/24/2021,3.580337458,0.021891892,0.0378,622.7644491,48.36666667,2.335,240.7,8.86,14.70735758,9.5,0.030783651,112.9452055,15.64516129,5,NA,4.566231404,3.061943148,321.7777778,5.511,0.002310837,197.6438356,5,39.27777778,33.36363636,20.28766322,12.58023563,245.5079365,3.987625878,NA,NA,NA,NA,3.341430497,NA,NA,NA
UL,NA,10,Sed,122A,3,7/27/2021,11.68795903,0.072554745,0.0562,658.515137,69.13333333,31.59466667,382.3,8.07,23.77268985,13.918,0.303487496,140.0136986,5,5,108.0909091,4.791983369,3.440520871,520.7460317,15.067,0.022403854,325.6986301,17.32258065,42,89.54545455,26.98713701,16.03475735,349.7142857,6.378014331,1.928,0.73,7.5,NA,0.91699063,75.35,0.38,0.504313205
UL,NA,10,Sed,122B,3,7/27/2021,11.68795903,0.072554745,0.0562,658.515137,69.13333333,31.59466667,382.3,8.07,23.77268985,13.918,0.303487496,140.0136986,5,5,108.0909091,4.791983369,3.440520871,520.7460317,15.067,0.022403854,325.6986301,17.32258065,42,89.54545455,26.98713701,16.03475735,349.7142857,6.378014331,1.928,0.73,7.5,NA,1.4216343,64.37,0.27,0.419450054
UL,NA,10,Sed,122C,3,7/27/2021,11.68795903,0.072554745,0.0562,658.515137,69.13333333,31.59466667,382.3,8.07,23.77268985,13.918,0.303487496,140.0136986,5,5,108.0909091,4.791983369,3.440520871,520.7460317,15.067,0.022403854,325.6986301,17.32258065,42,89.54545455,26.98713701,16.03475735,349.7142857,6.378014331,1.928,0.73,7.5,NA,1.108354642,75.8,0.41,0.540897098
UL,NA,10,NA,NA,2,6/21/2021,17.66405752,0.008088235,0.0228,704.637746,49.66666667,2.858666667,314,8.13,19.20080453,12.408,0.058856892,114.9863014,5,5,NA,7.189176899,4.620312653,386.6190476,11.054,0.006696858,238.2328767,29.32258065,39.55555556,100.4090909,23.34262327,13.0877256,297.8888889,4.134486802,NA,NA,NA,NA,NA,NA,NA,NA
DL,NA,1,Plant,39A,1,6/1/2021,9.061307821,0.006923077,NA,665.686973,47,2.191666667,270.4,8.89,16.52271484,23.059,0.02132563,105.8082192,5,5,344.8181818,7.398687715,4.499559414,266.8571429,3.695,0,168.2054795,5,NA,NA,17.21971026,10.70692863,262.3333333,1.393585444,NA,NA,NA,3.883592934,1.852500005,NA,NA,NA
DL,NA,1,Plant,39B,1,6/1/2021,9.061307821,0.006923077,NA,665.686973,47,2.191666667,270.4,8.89,16.52271484,23.059,0.02132563,105.8082192,5,5,344.8181818,7.398687715,4.499559414,266.8571429,3.695,0,168.2054795,5,NA,NA,17.21971026,10.70692863,262.3333333,1.393585444,NA,NA,NA,1.255595623,1.874460044,NA,NA,NA
DL,NA,1,Plant,39C,1,6/1/2021,9.061307821,0.006923077,NA,665.686973,47,2.191666667,270.4,8.89,16.52271484,23.059,0.02132563,105.8082192,5,5,344.8181818,7.398687715,4.499559414,266.8571429,3.695,0,168.2054795,5,NA,NA,17.21971026,10.70692863,262.3333333,1.393585444,NA,NA,NA,3.712256762,1.856169873,NA,NA,NA
DL,NA,1,Sed,113A,2,6/29/2021,34.2233703,0.004313725,0.0279,708.0092736,48.36666667,2.967,325.2,7.93,20.62555768,7.63,0.348475903,135.890411,5,5,357.4545455,8.001234327,5.297509872,711.0634921,13.231,0.003552937,251.0410959,17.70967742,41.38888889,146.6363636,23.65932567,13.00776737,501.0634921,2.745228413,1.6422,1.36,7.7,NA,1.965363347,45.92,0.52,1.132404181
DL,NA,1,Sed,113B,2,6/29/2021,34.2233703,0.004313725,0.0279,708.0092736,48.36666667,2.967,325.2,7.93,20.62555768,7.63,0.348475903,135.890411,5,5,357.4545455,8.001234327,5.297509872,711.0634921,13.231,0.003552937,251.0410959,17.70967742,41.38888889,146.6363636,23.65932567,13.00776737,501.0634921,2.745228413,1.6422,1.36,7.7,NA,0.980075469,55.12,0.58,1.052249637
DL,NA,1,Sed,113C,2,6/29/2021,34.2233703,0.004313725,0.0279,708.0092736,48.36666667,2.967,325.2,7.93,20.62555768,7.63,0.348475903,135.890411,5,5,357.4545455,8.001234327,5.297509872,711.0634921,13.231,0.003552937,251.0410959,17.70967742,41.38888889,146.6363636,23.65932567,13.00776737,501.0634921,2.745228413,1.6422,1.36,7.7,NA,1.974759981,48.94,0.58,1.185124642
DL,NA,1,NA,NA,3,8/2/2021,3.230807752,0.10448,0.0637,638.3011101,71.86666667,34.35833333,387,8.2,24.28957546,10.08,0.708719158,148.2465753,5,5,183.6363636,10.47800948,7.002741425,1383.761905,19.733,NA,325.1232877,16.90322581,40.22222222,132.7272727,26.55837069,15.73287425,644.0793651,4.285000646,NA,NA,NA,NA,NA,NA,NA,NA
DL,NA,2,Plant,94A,1,6/1/2021,18.05556456,0.006923077,NA,665.686973,47,2.191666667,270.4,8.89,16.52271484,23.059,0.02132563,105.8082192,5,5,344.8181818,7.398687715,4.499559414,266.8571429,3.695,0,168.2054795,5,NA,NA,17.21971026,10.70692863,262.3333333,1.393585444,1.7478,1.79,7.2,4.851308209,1.970149649,NA,NA,NA
DL,NA,2,Plant,94B,1,6/1/2021,18.05556456,0.006923077,NA,665.686973,47,2.191666667,270.4,8.89,16.52271484,23.059,0.02132563,105.8082192,5,5,344.8181818,7.398687715,4.499559414,266.8571429,3.695,0,168.2054795,5,NA,NA,17.21971026,10.70692863,262.3333333,1.393585444,1.7478,1.79,7.2,3.509095667,1.868380288,NA,NA,NA
DL,NA,2,Plant,94C,1,6/1/2021,18.05556456,0.006923077,NA,665.686973,47,2.191666667,270.4,8.89,16.52271484,23.059,0.02132563,105.8082192,5,5,344.8181818,7.398687715,4.499559414,266.8571429,3.695,0,168.2054795,5,NA,NA,17.21971026,10.70692863,262.3333333,1.393585444,1.7478,1.79,7.2,4.198928891,NA,NA,NA,NA
DL,NA,2,Sed,84A,2,6/29/2021,19.72759432,0.004313725,0.0279,708.0092736,48.36666667,2.967,325.2,7.93,20.62555768,7.63,0.348475903,135.890411,5,5,357.4545455,8.001234327,5.297509872,711.0634921,13.231,0.003552937,251.0410959,17.70967742,41.38888889,146.6363636,23.65932567,13.00776737,501.0634921,2.745228413,1.8394,0.86,7.87,NA,0.814710744,72.6,0.75,1.033057851
DL,NA,2,Sed,84B,2,6/29/2021,19.72759432,0.004313725,0.0279,708.0092736,48.36666667,2.967,325.2,7.93,20.62555768,7.63,0.348475903,135.890411,5,5,357.4545455,8.001234327,5.297509872,711.0634921,13.231,0.003552937,251.0410959,17.70967742,41.38888889,146.6363636,23.65932567,13.00776737,501.0634921,2.745228413,1.8394,0.86,7.87,NA,1.041237179,59.28,0.61,1.029014845
DL,NA,2,Sed,84C,2,6/29/2021,19.72759432,0.004313725,0.0279,708.0092736,48.36666667,2.967,325.2,7.93,20.62555768,7.63,0.348475903,135.890411,5,5,357.4545455,8.001234327,5.297509872,711.0634921,13.231,0.003552937,251.0410959,17.70967742,41.38888889,146.6363636,23.65932567,13.00776737,501.0634921,2.745228413,1.8394,0.86,7.87,NA,1.132983826,63.67,0.58,0.910947071
DL,NA,2,Sed,94A,3,8/2/2021,2.239585424,0.10448,0.0637,638.3011101,71.86666667,34.35833333,387,8.2,24.28957546,10.08,0.708719158,148.2465753,5,5,183.6363636,10.47800948,7.002741425,1383.761905,19.733,NA,325.1232877,16.90322581,40.22222222,132.7272727,26.55837069,15.73287425,644.0793651,4.285000646,1.8016,0.84,7.92,NA,1.44524103,50.51,0.51,1.009701049
DL,NA,2,Sed,94B,3,8/2/2021,2.239585424,0.10448,0.0637,638.3011101,71.86666667,34.35833333,387,8.2,24.28957546,10.08,0.708719158,148.2465753,5,5,183.6363636,10.47800948,7.002741425,1383.761905,19.733,NA,325.1232877,16.90322581,40.22222222,132.7272727,26.55837069,15.73287425,644.0793651,4.285000646,1.8016,0.84,7.92,NA,2.207048063,51.58,0.41,0.794881737
DL,NA,2,Sed,94C,3,8/2/2021,2.239585424,0.10448,0.0637,638.3011101,71.86666667,34.35833333,387,8.2,24.28957546,10.08,0.708719158,148.2465753,5,5,183.6363636,10.47800948,7.002741425,1383.761905,19.733,NA,325.1232877,16.90322581,40.22222222,132.7272727,26.55837069,15.73287425,644.0793651,4.285000646,1.8016,0.84,7.92,NA,1.642460347,54.39,0.43,0.790586505
DL,NA,2,Sed,96A,1,6/1/2021,18.05556456,0.006923077,NA,665.686973,47,2.191666667,270.4,8.89,16.52271484,23.059,0.02132563,105.8082192,5,5,344.8181818,7.398687715,4.499559414,266.8571429,3.695,0,168.2054795,5,NA,NA,17.21971026,10.70692863,262.3333333,1.393585444,1.7478,1.79,7.2,NA,0.368185358,48.77,0.96,1.968423211
DL,NA,2,Sed,96B,1,6/1/2021,18.05556456,0.006923077,NA,665.686973,47,2.191666667,270.4,8.89,16.52271484,23.059,0.02132563,105.8082192,5,5,344.8181818,7.398687715,4.499559414,266.8571429,3.695,0,168.2054795,5,NA,NA,17.21971026,10.70692863,262.3333333,1.393585444,1.7478,1.79,7.2,NA,0.239018692,57.84,0.96,1.659751037
DL,NA,2,Sed,96C,1,6/1/2021,18.05556456,0.006923077,NA,665.686973,47,2.191666667,270.4,8.89,16.52271484,23.059,0.02132563,105.8082192,5,5,344.8181818,7.398687715,4.499559414,266.8571429,3.695,0,168.2054795,5,NA,NA,17.21971026,10.70692863,262.3333333,1.393585444,1.7478,1.79,7.2,NA,0.387968694,57.49,0.93,1.617672639
DL,NA,3,Plant,32A,1,6/1/2021,13.01158291,0.006923077,NA,665.686973,47,2.191666667,270.4,8.89,16.52271484,23.059,0.02132563,105.8082192,5,5,344.8181818,7.398687715,4.499559414,266.8571429,3.695,0,168.2054795,5,NA,NA,17.21971026,10.70692863,262.3333333,1.393585444,1.9242,0.42,7.68,3.224446449,2.149437274,NA,NA,NA
DL,NA,3,Plant,32B,1,6/1/2021,13.01158291,0.006923077,NA,665.686973,47,2.191666667,270.4,8.89,16.52271484,23.059,0.02132563,105.8082192,5,5,344.8181818,7.398687715,4.499559414,266.8571429,3.695,0,168.2054795,5,NA,NA,17.21971026,10.70692863,262.3333333,1.393585444,1.9242,0.42,7.68,3.031948083,1.904621732,NA,NA,NA
DL,NA,3,Plant,32C,1,6/1/2021,13.01158291,0.006923077,NA,665.686973,47,2.191666667,270.4,8.89,16.52271484,23.059,0.02132563,105.8082192,5,5,344.8181818,7.398687715,4.499559414,266.8571429,3.695,0,168.2054795,5,NA,NA,17.21971026,10.70692863,262.3333333,1.393585444,1.9242,0.42,7.68,3.103871219,1.73669898,NA,NA,NA
DL,NA,3,Plant,77A,3,8/2/2021,10.84612121,0.10448,0.0637,638.3011101,71.86666667,34.35833333,387,8.2,24.28957546,10.08,0.708719158,148.2465753,5,5,183.6363636,10.47800948,7.002741425,1383.761905,19.733,NA,325.1232877,16.90322581,40.22222222,132.7272727,26.55837069,15.73287425,644.0793651,4.285000646,1.7826,1.01,7.96,0.829240299,1.40019662,NA,NA,NA
DL,NA,3,Plant,77B,3,8/2/2021,10.84612121,0.10448,0.0637,638.3011101,71.86666667,34.35833333,387,8.2,24.28957546,10.08,0.708719158,148.2465753,5,5,183.6363636,10.47800948,7.002741425,1383.761905,19.733,NA,325.1232877,16.90322581,40.22222222,132.7272727,26.55837069,15.73287425,644.0793651,4.285000646,1.7826,1.01,7.96,NA,2.734181633,NA,NA,NA
DL,NA,3,Plant,77C,3,8/2/2021,10.84612121,0.10448,0.0637,638.3011101,71.86666667,34.35833333,387,8.2,24.28957546,10.08,0.708719158,148.2465753,5,5,183.6363636,10.47800948,7.002741425,1383.761905,19.733,NA,325.1232877,16.90322581,40.22222222,132.7272727,26.55837069,15.73287425,644.0793651,4.285000646,1.7826,1.01,7.96,3.613990995,2.148801929,NA,NA,NA
DL,NA,3,Sed,44A,3,8/2/2021,10.84612121,0.10448,0.0637,638.3011101,71.86666667,34.35833333,387,8.2,24.28957546,10.08,0.708719158,148.2465753,5,5,183.6363636,10.47800948,7.002741425,1383.761905,19.733,NA,325.1232877,16.90322581,40.22222222,132.7272727,26.55837069,15.73287425,644.0793651,4.285000646,1.7826,1.01,7.96,NA,1.871355499,32.58,0.5,1.534683855
DL,NA,3,Sed,44B,3,8/2/2021,10.84612121,0.10448,0.0637,638.3011101,71.86666667,34.35833333,387,8.2,24.28957546,10.08,0.708719158,148.2465753,5,5,183.6363636,10.47800948,7.002741425,1383.761905,19.733,NA,325.1232877,16.90322581,40.22222222,132.7272727,26.55837069,15.73287425,644.0793651,4.285000646,1.7826,1.01,7.96,NA,1.863943883,33.05,0.49,1.482602118
DL,NA,3,Sed,44C,3,8/2/2021,10.84612121,0.10448,0.0637,638.3011101,71.86666667,34.35833333,387,8.2,24.28957546,10.08,0.708719158,148.2465753,5,5,183.6363636,10.47800948,7.002741425,1383.761905,19.733,NA,325.1232877,16.90322581,40.22222222,132.7272727,26.55837069,15.73287425,644.0793651,4.285000646,1.7826,1.01,7.96,NA,2.136521953,28.27,0.38,1.344181111
DL,NA,3,Sed,89A,1,6/1/2021,13.01158291,0.006923077,NA,665.686973,47,2.191666667,270.4,8.89,16.52271484,23.059,0.02132563,105.8082192,5,5,344.8181818,7.398687715,4.499559414,266.8571429,3.695,0,168.2054795,5,NA,NA,17.21971026,10.70692863,262.3333333,1.393585444,1.9242,0.42,7.68,NA,0.377565337,47.76,0.18,0.376884422
DL,NA,3,Sed,89B,1,6/1/2021,13.01158291,0.006923077,NA,665.686973,47,2.191666667,270.4,8.89,16.52271484,23.059,0.02132563,105.8082192,5,5,344.8181818,7.398687715,4.499559414,266.8571429,3.695,0,168.2054795,5,NA,NA,17.21971026,10.70692863,262.3333333,1.393585444,1.9242,0.42,7.68,NA,0.566290792,59.45,0.25,0.420521447
DL,NA,3,Sed,89C,1,6/1/2021,13.01158291,0.006923077,NA,665.686973,47,2.191666667,270.4,8.89,16.52271484,23.059,0.02132563,105.8082192,5,5,344.8181818,7.398687715,4.499559414,266.8571429,3.695,0,168.2054795,5,NA,NA,17.21971026,10.70692863,262.3333333,1.393585444,1.9242,0.42,7.68,NA,0.669408382,61.32,0.26,0.424005219
DL,NA,3,NA,NA,2,6/29/2021,18.08421304,0.004313725,0.0279,708.0092736,48.36666667,2.967,325.2,7.93,20.62555768,7.63,0.348475903,135.890411,5,5,357.4545455,8.001234327,5.297509872,711.0634921,13.231,0.003552937,251.0410959,17.70967742,41.38888889,146.6363636,23.65932567,13.00776737,501.0634921,2.745228413,NA,NA,NA,NA,NA,NA,NA,NA
DL,NA,4,Plant,103A,2,6/29/2021,13.5898792,0.004313725,0.0279,708.0092736,48.36666667,2.967,325.2,7.93,20.62555768,7.63,0.348475903,135.890411,5,5,357.4545455,8.001234327,5.297509872,711.0634921,13.231,0.003552937,251.0410959,17.70967742,41.38888889,146.6363636,23.65932567,13.00776737,501.0634921,2.745228413,1.6812,0.87,6.96,0,1.355510455,NA,NA,NA
DL,NA,4,Plant,103B,2,6/29/2021,13.5898792,0.004313725,0.0279,708.0092736,48.36666667,2.967,325.2,7.93,20.62555768,7.63,0.348475903,135.890411,5,5,357.4545455,8.001234327,5.297509872,711.0634921,13.231,0.003552937,251.0410959,17.70967742,41.38888889,146.6363636,23.65932567,13.00776737,501.0634921,2.745228413,1.6812,0.87,6.96,0,1.35844565,NA,NA,NA
DL,NA,4,Plant,103C,2,6/29/2021,13.5898792,0.004313725,0.0279,708.0092736,48.36666667,2.967,325.2,7.93,20.62555768,7.63,0.348475903,135.890411,5,5,357.4545455,8.001234327,5.297509872,711.0634921,13.231,0.003552937,251.0410959,17.70967742,41.38888889,146.6363636,23.65932567,13.00776737,501.0634921,2.745228413,1.6812,0.87,6.96,0.764032776,1.327693112,NA,NA,NA
DL,NA,4,Plant,26A,3,8/2/2021,5.106547317,0.10448,0.0637,638.3011101,71.86666667,34.35833333,387,8.2,24.28957546,10.08,0.708719158,148.2465753,5,5,183.6363636,10.47800948,7.002741425,1383.761905,19.733,NA,325.1232877,16.90322581,40.22222222,132.7272727,26.55837069,15.73287425,644.0793651,4.285000646,1.9134,0.41,7.51,1.008621508,1.597206848,NA,NA,NA
DL,NA,4,Plant,26B,3,8/2/2021,5.106547317,0.10448,0.0637,638.3011101,71.86666667,34.35833333,387,8.2,24.28957546,10.08,0.708719158,148.2465753,5,5,183.6363636,10.47800948,7.002741425,1383.761905,19.733,NA,325.1232877,16.90322581,40.22222222,132.7272727,26.55837069,15.73287425,644.0793651,4.285000646,1.9134,0.41,7.51,0.384594635,1.422737792,NA,NA,NA
DL,NA,4,Plant,26C,3,8/2/2021,5.106547317,0.10448,0.0637,638.3011101,71.86666667,34.35833333,387,8.2,24.28957546,10.08,0.708719158,148.2465753,5,5,183.6363636,10.47800948,7.002741425,1383.761905,19.733,NA,325.1232877,16.90322581,40.22222222,132.7272727,26.55837069,15.73287425,644.0793651,4.285000646,1.9134,0.41,7.51,1.516366116,1.30054896,NA,NA,NA
DL,NA,4,Sed,129A,3,8/2/2021,5.106547317,0.10448,0.0637,638.3011101,71.86666667,34.35833333,387,8.2,24.28957546,10.08,0.708719158,148.2465753,5,5,183.6363636,10.47800948,7.002741425,1383.761905,19.733,NA,325.1232877,16.90322581,40.22222222,132.7272727,26.55837069,15.73287425,644.0793651,4.285000646,1.9134,0.41,7.51,NA,1.095655693,64.76,0.24,0.370599135
DL,NA,4,Sed,129B,3,8/2/2021,5.106547317,0.10448,0.0637,638.3011101,71.86666667,34.35833333,387,8.2,24.28957546,10.08,0.708719158,148.2465753,5,5,183.6363636,10.47800948,7.002741425,1383.761905,19.733,NA,325.1232877,16.90322581,40.22222222,132.7272727,26.55837069,15.73287425,644.0793651,4.285000646,1.9134,0.41,7.51,NA,1.289423195,62.5,0.22,0.352
DL,NA,4,Sed,129C,3,8/2/2021,5.106547317,0.10448,0.0637,638.3011101,71.86666667,34.35833333,387,8.2,24.28957546,10.08,0.708719158,148.2465753,5,5,183.6363636,10.47800948,7.002741425,1383.761905,19.733,NA,325.1232877,16.90322581,40.22222222,132.7272727,26.55837069,15.73287425,644.0793651,4.285000646,1.9134,0.41,7.51,NA,1.531991561,62.87,0.22,0.349928424
DL,NA,4,Sed,13A,2,6/29/2021,13.5898792,0.004313725,0.0279,708.0092736,48.36666667,2.967,325.2,7.93,20.62555768,7.63,0.348475903,135.890411,5,5,357.4545455,8.001234327,5.297509872,711.0634921,13.231,0.003552937,251.0410959,17.70967742,41.38888889,146.6363636,23.65932567,13.00776737,501.0634921,2.745228413,1.6812,0.87,6.96,NA,1.650687116,37.33,0.59,1.580498259
DL,NA,4,Sed,13B,2,6/29/2021,13.5898792,0.004313725,0.0279,708.0092736,48.36666667,2.967,325.2,7.93,20.62555768,7.63,0.348475903,135.890411,5,5,357.4545455,8.001234327,5.297509872,711.0634921,13.231,0.003552937,251.0410959,17.70967742,41.38888889,146.6363636,23.65932567,13.00776737,501.0634921,2.745228413,1.6812,0.87,6.96,NA,1.275544377,37.77,0.5,1.323801959
DL,NA,4,Sed,13C,2,6/29/2021,13.5898792,0.004313725,0.0279,708.0092736,48.36666667,2.967,325.2,7.93,20.62555768,7.63,0.348475903,135.890411,5,5,357.4545455,8.001234327,5.297509872,711.0634921,13.231,0.003552937,251.0410959,17.70967742,41.38888889,146.6363636,23.65932567,13.00776737,501.0634921,2.745228413,1.6812,0.87,6.96,NA,1.470352185,42.54,0.46,1.081335214
DL,NA,4,NA,NA,1,6/1/2021,7.63190401,0.006923077,NA,665.686973,47,2.191666667,270.4,8.89,16.52271484,23.059,0.02132563,105.8082192,5,5,344.8181818,7.398687715,4.499559414,266.8571429,3.695,0,168.2054795,5,NA,NA,17.21971026,10.70692863,262.3333333,1.393585444,NA,NA,NA,NA,NA,NA,NA,NA
DL,NA,5,Plant,104A,2,6/29/2021,16.64187884,0.004313725,0.0279,708.0092736,48.36666667,2.967,325.2,7.93,20.62555768,7.63,0.348475903,135.890411,5,5,357.4545455,8.001234327,5.297509872,711.0634921,13.231,0.003552937,251.0410959,17.70967742,41.38888889,146.6363636,23.65932567,13.00776737,501.0634921,2.745228413,NA,NA,NA,2.208501253,1.651695269,NA,NA,NA
DL,NA,5,Plant,104B,2,6/29/2021,16.64187884,0.004313725,0.0279,708.0092736,48.36666667,2.967,325.2,7.93,20.62555768,7.63,0.348475903,135.890411,5,5,357.4545455,8.001234327,5.297509872,711.0634921,13.231,0.003552937,251.0410959,17.70967742,41.38888889,146.6363636,23.65932567,13.00776737,501.0634921,2.745228413,NA,NA,NA,2.907569669,1.755350794,NA,NA,NA
DL,NA,5,Plant,104C,2,6/29/2021,16.64187884,0.004313725,0.0279,708.0092736,48.36666667,2.967,325.2,7.93,20.62555768,7.63,0.348475903,135.890411,5,5,357.4545455,8.001234327,5.297509872,711.0634921,13.231,0.003552937,251.0410959,17.70967742,41.38888889,146.6363636,23.65932567,13.00776737,501.0634921,2.745228413,NA,NA,NA,2.962224648,1.630685943,NA,NA,NA
DL,NA,5,Plant,26A,1,6/1/2021,11.58163621,0.006923077,NA,665.686973,47,2.191666667,270.4,8.89,16.52271484,23.059,0.02132563,105.8082192,5,5,344.8181818,7.398687715,4.499559414,266.8571429,3.695,0,168.2054795,5,NA,NA,17.21971026,10.70692863,262.3333333,1.393585444,1.411,7.55,6.83,4.857714529,NA,NA,NA,NA
DL,NA,5,Plant,26B,1,6/1/2021,11.58163621,0.006923077,NA,665.686973,47,2.191666667,270.4,8.89,16.52271484,23.059,0.02132563,105.8082192,5,5,344.8181818,7.398687715,4.499559414,266.8571429,3.695,0,168.2054795,5,NA,NA,17.21971026,10.70692863,262.3333333,1.393585444,1.411,7.55,6.83,2.765364317,2.170221877,NA,NA,NA
DL,NA,5,Plant,26C,1,6/1/2021,11.58163621,0.006923077,NA,665.686973,47,2.191666667,270.4,8.89,16.52271484,23.059,0.02132563,105.8082192,5,5,344.8181818,7.398687715,4.499559414,266.8571429,3.695,0,168.2054795,5,NA,NA,17.21971026,10.70692863,262.3333333,1.393585444,1.411,7.55,6.83,NA,NA,NA,NA,NA
DL,NA,5,Plant,74A,3,8/2/2021,11.23344145,0.10448,0.0637,638.3011101,71.86666667,34.35833333,387,8.2,24.28957546,10.08,0.708719158,148.2465753,5,5,183.6363636,10.47800948,7.002741425,1383.761905,19.733,NA,325.1232877,16.90322581,40.22222222,132.7272727,26.55837069,15.73287425,644.0793651,4.285000646,NA,NA,NA,1.617138572,1.185251637,NA,NA,NA
DL,NA,5,Plant,74B,3,8/2/2021,11.23344145,0.10448,0.0637,638.3011101,71.86666667,34.35833333,387,8.2,24.28957546,10.08,0.708719158,148.2465753,5,5,183.6363636,10.47800948,7.002741425,1383.761905,19.733,NA,325.1232877,16.90322581,40.22222222,132.7272727,26.55837069,15.73287425,644.0793651,4.285000646,NA,NA,NA,1.813184897,1.02104332,NA,NA,NA
DL,NA,5,Plant,74C,3,8/2/2021,11.23344145,0.10448,0.0637,638.3011101,71.86666667,34.35833333,387,8.2,24.28957546,10.08,0.708719158,148.2465753,5,5,183.6363636,10.47800948,7.002741425,1383.761905,19.733,NA,325.1232877,16.90322581,40.22222222,132.7272727,26.55837069,15.73287425,644.0793651,4.285000646,NA,NA,NA,1.305292704,1.065725482,NA,NA,NA
DL,NA,5,Sed,35A,1,6/1/2021,11.58163621,0.006923077,NA,665.686973,47,2.191666667,270.4,8.89,16.52271484,23.059,0.02132563,105.8082192,5,5,344.8181818,7.398687715,4.499559414,266.8571429,3.695,0,168.2054795,5,NA,NA,17.21971026,10.70692863,262.3333333,1.393585444,1.411,7.55,6.83,NA,0.451887447,14.91,1.9,12.74312542
DL,NA,5,Sed,35B,1,6/1/2021,11.58163621,0.006923077,NA,665.686973,47,2.191666667,270.4,8.89,16.52271484,23.059,0.02132563,105.8082192,5,5,344.8181818,7.398687715,4.499559414,266.8571429,3.695,0,168.2054795,5,NA,NA,17.21971026,10.70692863,262.3333333,1.393585444,1.411,7.55,6.83,NA,0.254834216,12.19,1.93,15.83264971
DL,NA,5,Sed,35C,1,6/1/2021,11.58163621,0.006923077,NA,665.686973,47,2.191666667,270.4,8.89,16.52271484,23.059,0.02132563,105.8082192,5,5,344.8181818,7.398687715,4.499559414,266.8571429,3.695,0,168.2054795,5,NA,NA,17.21971026,10.70692863,262.3333333,1.393585444,1.411,7.55,6.83,NA,0.448786163,19.67,2.14,10.87951195
DL,NA,6,Plant,42A,1,6/1/2021,6.326460045,0.006923077,NA,665.686973,47,2.191666667,270.4,8.89,16.52271484,23.059,0.02132563,105.8082192,5,5,344.8181818,7.398687715,4.499559414,266.8571429,3.695,0,168.2054795,5,NA,NA,17.21971026,10.70692863,262.3333333,1.393585444,1.7874,2.25,7.27,2.810348026,1.962808756,NA,NA,NA
DL,NA,6,Plant,42B,1,6/1/2021,6.326460045,0.006923077,NA,665.686973,47,2.191666667,270.4,8.89,16.52271484,23.059,0.02132563,105.8082192,5,5,344.8181818,7.398687715,4.499559414,266.8571429,3.695,0,168.2054795,5,NA,NA,17.21971026,10.70692863,262.3333333,1.393585444,1.7874,2.25,7.27,2.828434635,1.477107639,NA,NA,NA
DL,NA,6,Plant,42C,1,6/1/2021,6.326460045,0.006923077,NA,665.686973,47,2.191666667,270.4,8.89,16.52271484,23.059,0.02132563,105.8082192,5,5,344.8181818,7.398687715,4.499559414,266.8571429,3.695,0,168.2054795,5,NA,NA,17.21971026,10.70692863,262.3333333,1.393585444,1.7874,2.25,7.27,2.975305097,1.952935969,NA,NA,NA
DL,NA,6,Plant,58A,2,6/29/2021,24.40609245,0.004313725,0.0279,708.0092736,48.36666667,2.967,325.2,7.93,20.62555768,7.63,0.348475903,135.890411,5,5,357.4545455,8.001234327,5.297509872,711.0634921,13.231,0.003552937,251.0410959,17.70967742,41.38888889,146.6363636,23.65932567,13.00776737,501.0634921,2.745228413,1.6884,2.2,7.13,0.65034042,2.088810365,NA,NA,NA
DL,NA,6,Plant,58B,2,6/29/2021,24.40609245,0.004313725,0.0279,708.0092736,48.36666667,2.967,325.2,7.93,20.62555768,7.63,0.348475903,135.890411,5,5,357.4545455,8.001234327,5.297509872,711.0634921,13.231,0.003552937,251.0410959,17.70967742,41.38888889,146.6363636,23.65932567,13.00776737,501.0634921,2.745228413,1.6884,2.2,7.13,1.711463852,1.283154758,NA,NA,NA
DL,NA,6,Plant,58C,2,6/29/2021,24.40609245,0.004313725,0.0279,708.0092736,48.36666667,2.967,325.2,7.93,20.62555768,7.63,0.348475903,135.890411,5,5,357.4545455,8.001234327,5.297509872,711.0634921,13.231,0.003552937,251.0410959,17.70967742,41.38888889,146.6363636,23.65932567,13.00776737,501.0634921,2.745228413,1.6884,2.2,7.13,0,1.5588628,NA,NA,NA
